Title,Release_Year,Location,Fun_Facts,Production_Company,Distributor,Director,Writer,Actor_1,Actor_2,Actor_3,Latitude,Longitude,Accuracy_Score,Accuracy_Type,Number,Street,City,State,County,Zip,Country
Knife Fight,2013,Green & Laguna Streets,,Divisadero Pictures & Knife Fight,Eagle Films,Bill Guttentag,Bill Guttentag & Chris Lehane,Jennifer Morrison,Eric McCormack,Josh Brolin,37.798544,-122.417829,1,street_center,,Green St,San Francisco,CA,San Francisco County,94109,San Francisco County
Knife Fight,2013,California & Hyde Streets,,Divisadero Pictures & Knife Fight,Eagle Films,Bill Guttentag,Bill Guttentag & Chris Lehane,Jennifer Morrison,Eric McCormack,Josh Brolin,37.790973,-122.417391,1,intersection,,California St,San Francisco,CA,San Francisco County,94109,San Francisco County
Knife Fight,2013,City Hall,,Divisadero Pictures & Knife Fight,Eagle Films,Bill Guttentag,Bill Guttentag & Chris Lehane,Jennifer Morrison,Eric McCormack,Josh Brolin,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Live Nude Girls Unite,2000,Lusty Lady Bar (North Beach),,Constant Communication,First Run Features,Vicky Funari,Vicky Funari,,,Josh Brolin,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Looking,2014,222 Mason St. ,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.785697,-122.409275,1,rooftop,222,Mason St,San Francisco,CA,San Francisco County,94102,San Francisco County
Looking,2014,Golden Gate Bridge,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.810827,-122.477578,1,street_center,,Golden Gate Brg,San Francisco,CA,San Francisco County,94129,San Francisco County
Looking,2014,Presidio Church at 130 Fisher Loop,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.788407,-122.460315,1,street_center,,Presidio Ter,San Francisco,CA,San Francisco County,94118,San Francisco County
Looking,2014,"Tiburon Hiking Trail, Tiburon, CA",,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Looking,2014,Fort Funston,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Looking,2014,Folsom Street Fair on Folsom St.,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.772962,-122.412824,1,street_center,,Folsom St,San Francisco,CA,San Francisco County,94103,San Francisco County
Looking,2014,Orphan Andy's,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Looking,2014,The Stud,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Looking,2014,Mr. S Leather,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.78153,-122.406711,1,street_center,,Mary St,San Francisco,CA,San Francisco County,94103,San Francisco County
Looking,2014,2866 24th St.,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.752994,-122.409684,1,rooftop,2866,24th St,San Francisco,CA,San Francisco County,94110,San Francisco County
Looking,2014,24th and Church St. ,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.751705,-122.427437,1,intersection,,24th St,San Francisco,CA,San Francisco County,94114,San Francisco County
Looking,2014,Church and Duboce Muni Station,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,40.59375,-74.186929,0.6,street_center,,Church Ave,Staten Island,NY,Richmond County,10314,Richmond County
Looking,2014,St. Francis Fountain,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.734675,-122.468809,1,street_center,,St Francis Blvd,San Francisco,CA,San Francisco County,94127,San Francisco County
Looking,2014,Muni line N- Judah,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Looking,2014,Sutro Baths  ,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Looking,2014,Golden Gate Park,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.779414,-122.431952,1,street_center,,Golden Gate Ave,San Francisco,CA,San Francisco County,94115,San Francisco County
Looking,2014,Market & Church St.,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.767503,-122.428949,0.98,intersection,,Church St,San Francisco,CA,San Francisco County,94114,San Francisco County
Looking,2014,Willy's Barber Shop,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.736122,-122.379415,1,street_center,,Wills St,San Francisco,CA,San Francisco County,94124,San Francisco County
Looking,2014,Jawbone at 99 Rhode Island St. ,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Looking,2014,Urban Flowers,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.723308,-122.464254,1,street_center,,Urbano Dr,San Francisco,CA,San Francisco County,94127,San Francisco County
Looking,2014,770 Haight St,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.771831,-122.43489,1,rooftop,770,Haight St,San Francisco,CA,San Francisco County,94117,San Francisco County
Looking,2014,Eros,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Looking,2014,Doc's Clock,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Looking,2014,Starbucks at 333 O'Farrell St.,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Looking,2014,Union Square,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.799466,-122.415762,1,street_center,,Union St,San Francisco,CA,San Francisco County,94133,San Francisco County
Looking,2014,The CafÃƒÂ© at 2369 Market St.,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Looking,2014,Castro St. from Market to 18th St.,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.754344,-122.434394,1,street_center,,Castro St,San Francisco,CA,San Francisco County,94114,San Francisco County
Looking,2014,Bay Bridge,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.814193,-122.358463,1,street_center,,Bay Brg,San Francisco,CA,San Francisco County,94130,San Francisco County
Looking,2014,Treasure Island,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.815868,-122.371774,1,street_center,,Treasure Island Rd,San Francisco,CA,San Francisco County,94130,San Francisco County
Looking,2014,The Fairmont,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Looking,2014,1890 Clay St.,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.79219,-122.424024,1,rooftop,1890,Clay St,San Francisco,CA,San Francisco County,94109,San Francisco County
Looking,2014,2000 Folsom,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.765027,-122.415508,1,rooftop,2000,Folsom St,San Francisco,CA,San Francisco County,94110,San Francisco County
Looking,2014,Mission Arts Center,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.742671,-122.42168,1,street_center,,Mission St,San Francisco,CA,San Francisco County,94110,San Francisco County
Looking,2014,2413 Harrison St.,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.758566,-122.412151,1,rooftop,2413,Harrison St,San Francisco,CA,San Francisco County,94110,San Francisco County
Looking,2014,Muddy Waters Coffee House,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Looking,2014,Valencia St. from 16th to 17th,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.762728,-122.421662,1,street_center,,Valencia St,San Francisco,CA,San Francisco County,94110,San Francisco County
Looking,2014,601 Buena Vista West,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.76692,-122.444038,1,rooftop,601,Buena Vista Ave W,San Francisco,CA,San Francisco County,94117,San Francisco County
Looking,2014,Dolores Park,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.762862,-122.424767,1,street_center,,Dolores Ter,San Francisco,CA,San Francisco County,94110,San Francisco County
Looking,2014,Casa Lucas Market at 2934 24th St,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Looking,2014,Punjab,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Looking,2014,BART from Civic Center to 24th St.,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Love & Taxes,2014,The Marsh Theatre (1062 Valencia Street),,Bad Company Films,,Jacob Kornbluth,Jacob Kornbluth,Jacob Kornbluth,,Josh Brolin,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Love & Taxes,2014,20 Hill Street,,Bad Company Films,,Jacob Kornbluth,Jacob Kornbluth,Jacob Kornbluth,,Josh Brolin,37.756288,-122.422018,1,rooftop,20,Hill St,San Francisco,CA,San Francisco County,94110,San Francisco County
Love & Taxes,2014,198 Gough Street,,Bad Company Films,,Jacob Kornbluth,Jacob Kornbluth,Jacob Kornbluth,,Josh Brolin,37.77487,-122.422356,1,rooftop,198,Gough St,San Francisco,CA,San Francisco County,94102,San Francisco County
Magnum Force,1973,Cost Plus World Market (2552 Taylor Street),,The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,,Pierce Brosnan,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Magnum Force,1973,Vermont Street between 20th and 22nd Streets,,The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,,Josh Brolin,37.75701,-122.403765,1,intersection,,22nd St,San Francisco,CA,San Francisco County,94110,San Francisco County
Magnum Force,1973,San Francisco International Airport,SFO has a museum dedicated to aviation history. ,The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,,Josh Brolin,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Magnum Force,1973,San Francisco Drydock (20th and Illinois Streets),,The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,,Josh Brolin,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Magnum Force,1973,"Pacific Heights Towers (2200 Sacramento Street, Pacific Heights)",,The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,,,37.79582,-122.416653,1,street_center,,Pacific Ave,San Francisco,CA,San Francisco County,94109,San Francisco County
Magnum Force,1973,"Lefty O' Doul Drawbridge/ 3rd Street Bridge (3rd Street, China Basin)","This is SF's only drawbridge, and was named after Francis Joseph ""Lefty"" O'Doul, a local baseball hero.",The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Magnum Force,1973,Hall of Justice (850 Bryant Street),,The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,,Julia Stiles,37.732772,-122.407024,1,street_center,,Hale St,San Francisco,CA,San Francisco County,94134,San Francisco County
Magnum Force,1973,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,,John C. McGinley,37.810827,-122.477578,1,street_center,,Golden Gate Brg,San Francisco,CA,San Francisco County,94129,San Francisco County
Magnum Force,1973,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.",The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,,John C. McGinley,37.738802,-122.425815,1,street_center,,Fairmount St,San Francisco,CA,San Francisco County,94131,San Francisco County
Magnum Force,1973,Embarcadero Freeway,demolished,The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,,Pierce Brosnan,37.800107,-122.397939,1,street_center,,The Embarcadero,San Francisco,CA,San Francisco County,94111,San Francisco County
Magnum Force,1973,City Hall,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,,Pierce Brosnan,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Magnum Force,1973,Broadway Tunnel (Russian Hill),,The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,,Pierce Brosnan,37.797189,-122.413558,1,street_center,,Broadway,San Francisco,CA,San Francisco County,94133,San Francisco County
Magnum Force,1973,280 Freeway at Pennsylvania and Mariposa Streets,,The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,,Pierce Brosnan,37.730787,-122.424364,1,range_interpolation,280,Freeway Way,San Francisco,CA,San Francisco County,94112,San Francisco County
Magnum Force,1973,2190 Washington Street (Pacific Heights),,The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,,Pierce Brosnan,37.792541,-122.429151,1,rooftop,2190,Washington St,San Francisco,CA,San Francisco County,94109,San Francisco County
Magnum Force,1973,18th Street Overpass (Potrero Hill),,The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,,Pierce Brosnan,37.76185,-122.41109,1,street_center,,18th St,San Francisco,CA,San Francisco County,94110,San Francisco County
Marnie,1964,"On Board the SS President Cleveland, docked at Pier 50",,Universal Pictures,Universal Pictures,Alfred Hitchcock,Jay Presson Allen,Tippi Hedren,Sean Connery,Gary Oldman,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Maxie,1985,"Asian Art Museum (200 Larkin Street, Civic Center)",The Dalai Lama opened an exhibition on Wisdom and Compassion at the museum in 1991.,Elsboy Entertainment,Orion Pictures Corporation,Paul Aaron,Patricia Resnick,Glenn Close,Mandy Patinkin,Gary Oldman,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Maxie,1985,Grace Cathedral Episcopal Church (1100 California Street),Grace Cathedral Episcopal Church is the West Coast's largest Episcopalian cathedral.,Elsboy Entertainment,Orion Pictures Corporation,Paul Aaron,Patricia Resnick,Glenn Close,Mandy Patinkin,Gary Oldman,37.775757,-122.415485,1,street_center,,Grace St,San Francisco,CA,San Francisco County,94103,San Francisco County
Maxie,1985,"722 Steiner Street (Postcard Row, Alamo Square, Hayes Valley)",The 6 Victorian homes across from Alamo Square Park are among the few Victorians to survive the Great Fire.,Elsboy Entertainment,Orion Pictures Corporation,Paul Aaron,Patricia Resnick,Glenn Close,Mandy Patinkin,Gary Oldman,37.776454,-122.432757,1,rooftop,722,Steiner St,San Francisco,CA,San Francisco County,94117,San Francisco County
Memoirs of an Invisible Man,1992,St. Elizabeth Apartment House (901 Powell Street at Sacramento),,Warner Bros. Pictures,Warner Bros. Pictures,John Carpenter,Robert Collector,Chevy Chase,Daryl Hannah,Gary Oldman,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Metro,1997,Bush Street at Jones,,Touchstone Pictures,Buena Vista Pictures,Thomas Carter,Randy Feldman,Eddie Murphy,,,37.789529,-122.413728,1,intersection,,Bush St,San Francisco,CA,San Francisco County,94109,San Francisco County
Midnight Lace,1960,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.",Arwin Productions,Universal Pictures,David Miller,Ivan Geoff,Doris Day,Rex Harrison,,37.738802,-122.425815,1,street_center,,Fairmount St,San Francisco,CA,San Francisco County,94131,San Francisco County
Milk,2008,Duboce Park,,Focus Features,Focus Features,Gus Van Sant,Dustin Lance Black,Sean Penn,Emile Hirsch,Tom Arnold,37.769258,-122.429906,1,street_center,,Duboce Ave,San Francisco,CA,San Francisco County,94117,San Francisco County
Milk,2008,City Hall,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",Focus Features,Focus Features,Gus Van Sant,Dustin Lance Black,Sean Penn,Emile Hirsch,Tom Arnold,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Milk,2008,Chinatown,"First established in the mid-19th Century, SF's Chinatown is the oldest and largest Chinatown in the US.",Focus Features,Focus Features,Gus Van Sant,Dustin Lance Black,Sean Penn,Emile Hirsch,Tom Arnold,37.795143,-122.40767,1,street_center,,Old Chinatown Ln,San Francisco,CA,San Francisco County,94108,San Francisco County
Milk,2008,424 Sansome Street,,Focus Features,Focus Features,Gus Van Sant,Dustin Lance Black,Sean Penn,Emile Hirsch,Tom Arnold,37.794231,-122.401202,1,range_interpolation,424,Sansome St,San Francisco,CA,San Francisco County,94111,San Francisco County
Milk,2008,29th and Dolores Street,,Focus Features,Focus Features,Gus Van Sant,Dustin Lance Black,Sean Penn,Emile Hirsch,Tom Arnold,37.743838,-122.424385,1,intersection,,29th St,San Francisco,CA,San Francisco County,94131,San Francisco County
Milk,2008,El Camino Del Mar,,Focus Features,Focus Features,Gus Van Sant,Dustin Lance Black,Sean Penn,Emile Hirsch,,37.787337,-122.489641,1,street_center,,El Camino Del Mar,San Francisco,CA,San Francisco County,94121,San Francisco County
Milk,2008,Treasure Island,"An artificial island, Treasure Island was created for the 1939 Golden Gate International Exposition, and is named after the novel by Robert Louis Stevenson, a one-time San Francisco resident.",Focus Features,Focus Features,Gus Van Sant,Dustin Lance Black,Sean Penn,Emile Hirsch,,37.815868,-122.371774,1,street_center,,Treasure Island Rd,San Francisco,CA,San Francisco County,94130,San Francisco County
Milk,2008,Market & Castro Street,"From 1910-1920 the Castro was called ""Little Scandinavia"" because of its high concentration of residents of Scandinavian ancestry.",Focus Features,Focus Features,Gus Van Sant,Dustin Lance Black,Sean Penn,Emile Hirsch,,37.762671,-122.435188,1,intersection,,Castro St,San Francisco,CA,San Francisco County,94114,San Francisco County
Milk,2008,Marine Fireman's Union Headquarters,,Focus Features,Focus Features,Gus Van Sant,Dustin Lance Black,Sean Penn,Emile Hirsch,,37.805218,-122.44565,1,street_center,,Marina Blvd,San Francisco,CA,San Francisco County,94123,San Francisco County
Milk,2008,Lower Haight Street,,Focus Features,Focus Features,Gus Van Sant,Dustin Lance Black,Sean Penn,Emile Hirsch,,37.76255,-122.442229,1,street_center,,Lower Ter,San Francisco,CA,San Francisco County,94114,San Francisco County
Milk,2008,Grace Cathedral Episcopal Church (1100 California Street),Grace Cathedral Episcopal Church is the West Coast's largest Episcopalian cathedral.,Focus Features,Focus Features,Gus Van Sant,Dustin Lance Black,Sean Penn,Emile Hirsch,,37.775757,-122.415485,1,street_center,,Grace St,San Francisco,CA,San Francisco County,94103,San Francisco County
Milk,2008,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Focus Features,Focus Features,Gus Van Sant,Dustin Lance Black,Sean Penn,Emile Hirsch,,37.810827,-122.477578,1,street_center,,Golden Gate Brg,San Francisco,CA,San Francisco County,94129,San Francisco County
Mission (aka City of Bars),2001,"The 500 Club (500 Guerrero Street, Mission District)",,NA,NA,Loren Marsh,Loren Marsh,Chris Coburn,,Tom Arnold,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Mission (aka City of Bars),2001,Mission Dolores Park (Mission District),"The two land plots that comprise the Park were used as a Jewish cemetery until 1894 when San Francisco prohibited all burials within city limits. The graves were moved to Colma, CA.",NA,NA,Loren Marsh,Loren Marsh,Chris Coburn,,Tom Arnold,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Mother,1996,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Paramount Pictures,Paramount Pictures,Albert Brooks,Albert Brooks,Albert Brooks,Debbie Reynolds,Tom Arnold,37.810827,-122.477578,1,street_center,,Golden Gate Brg,San Francisco,CA,San Francisco County,94129,San Francisco County
Mother,1996,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.",Paramount Pictures,Paramount Pictures,Albert Brooks,Albert Brooks,Albert Brooks,Debbie Reynolds,Tom Arnold,37.738802,-122.425815,1,street_center,,Fairmount St,San Francisco,CA,San Francisco County,94131,San Francisco County
Mrs. Doubtfire,1993,1200 Washington Street at Taylor Street,,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Chris Columbus,Randi Mayem Singer,Robin Williams,Sally Field,Dolly Parton,37.79432,-122.413011,1,intersection,,Taylor St,San Francisco,CA,San Francisco County,94108,San Francisco County
Mrs. Doubtfire,1993,Hancock School (940 Filbert Street),,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Chris Columbus,Randi Mayem Singer,Robin Williams,Sally Field,Tom Arnold,37.760341,-122.428278,1,street_center,,Hancock St,San Francisco,CA,San Francisco County,94114,San Francisco County
Mrs. Doubtfire,1993,Danilo's Bakery (Green Street & Bannam Place),,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Chris Columbus,Randi Mayem Singer,Robin Williams,Sally Field,Tom Arnold,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Mrs. Doubtfire,1993,Chrissy Field,Chrissy Field was originally an airfield for the Presidio Army Base. ,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Chris Columbus,Randi Mayem Singer,Robin Williams,Sally Field,Tom Arnold,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Mrs. Doubtfire,1993,520-522A Green Street at Grant Street,,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Chris Columbus,Randi Mayem Singer,Robin Williams,Sally Field,Tom Arnold,37.776646,-122.417481,0.33,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Mrs. Doubtfire,1993,516 Green Street,,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Chris Columbus,Randi Mayem Singer,Robin Williams,Sally Field,Tom Arnold,37.799825,-122.407834,1,rooftop,516,Green St,San Francisco,CA,San Francisco County,94133,San Francisco County
Mrs. Doubtfire,1993,100 Embarcadero Street,,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Chris Columbus,Randi Mayem Singer,Robin Williams,Sally Field,,37.793407,-122.392637,1,rooftop,100,The Embarcadero,San Francisco,CA,San Francisco County,94105,San Francisco County
Murder in the First,1995,Pier 7,,Warner Bros. Pictures,Warner Bros. Pictures,Marc Rocco,Dan Gordon,Christian Slater,Kevin Bacon,Fred Astaire,37.795146,-122.394324,1,street_center,,Pier,San Francisco,CA,San Francisco County,94105,San Francisco County
Murder in the First,1995,Palace of Fine Arts,"The original Palace was built for the 1915 Panama-Pacific Exposition, and completely destroyed in 1964. It was rebuilt in 1965.",Warner Bros. Pictures,Warner Bros. Pictures,Marc Rocco,Dan Gordon,Christian Slater,Kevin Bacon,Kirsten Stewart,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
